iter	candidate_id	agent	branch	commit	artifact	command	predicted	measured	control	delta_vs_champion	record	run_id	provenance	note
11	c11-wire-f32	iter11-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--wire-dtype_float32	read_35.5-36.9	6726.183838	9795.503395	+7.826pct_READ	N	35176504/sdfada015/a1746c8f	verified	DIAGNOSTIC not a candidate; the -31.3 pct on bytes is ARITHMETIC (f32 doubles wire bytes) and I predicted it in advance. THE MEASUREMENT: cast-free read 36.591563 GB/s vs the control mean 33.935695, so the bf16 cast costs 7.2581 pct of the read IN THE FAST REGIME - against +4.24 pct in iteration 3 and +45.7 pct in the slow regime. The cast-free read is only -0.78 pct from the 36.88 GB/s standalone probe, so THE PROBE-VS-PIPELINE GAP IS THE CAST. TWO CONFOUNDS the runner flagged and I keep: f32 flips the bottleneck to the GPU (sync_wait 0.13 -> 76 s, read 98.2 -> 61.8 pct of span, util 77 -> 100 pinned) so the reader gets host quiet, and the DMA topology changes (dma_pool wire->staging, pool_pinned false->true, wire pool 2.68 GB -> 0)
11	c11-convert4	iter11-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_4	10150	10106.082244	9795.503395	+3.171pct	N	35176504/sdfada015/a1746c8f	verified	THE CAMPAIGN FIRST ROW OVER 10000 GB and INSIDE my predicted band 9850-10500. read 34.915832 GB/s = +2.888 pct, 4.6x the 0.6319 pct floor, recovering 36.90 pct of the cast 7.26 pct cost. Three per-job read values span 0.0347 pct, the tightest triple of the campaign. REFUTES iteration 8 NULL verdict, which was regime-bound: every row of that 1/2/4/6/8 curve was slow-regime where the reader was already stalled elsewhere. NOT CROWNED - n=1, and that discipline has caught two false records
11	c11-convert2	iter11-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_2	10050	8367.679696	9795.503395	-14.576pct	N	35176504/sdfada015/a1746c8f	verified	HARMFUL and badly outside my 9800-10400 band. read 28.678358 GB/s = -15.49 pct, 24.5x the floor. Lands in the 7308-9764 GB gap that iteration 10 found EMPTY across eight rows, so it is a real flag effect and not a lottery draw. Mechanism visible: the read phase itself dilates (161.3/162.2 s vs 135.9/139.5) with read_wait_s still 0.000000 and util median 65.5 vs 77/80 - two decoupled cast threads back-pressure the reader. The knob is NON-MONOTONE: 0 -> 33.9, 2 -> 28.7, 4 -> 34.9 GB/s
11	ctrl-il-b	iter11-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9875	9838.211650	9795.503395	+0.436pct	N	35176504/sdfada015/a1746c8f	verified	closing control. INTERLEAVE HELD THE REGIME: the two controls spread 0.8720 pct on bytes and 0.4660 pct on the read - the read spread is INSIDE the 0.6319 pct floor and the pair is a 41x reduction on iteration 10 36.1 pct default-placement bracket. numactl --show confirmed policy interleave with interleavemask 0 1 2 3 on every row; per-NUMA free memory drifted under 1 pct across all five rows. Interleave is now FAST 8/8 across iterations 9-11
12	ctrl-il-a	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9800	9898.650000	9876.941500	+0.220pct	N	35176504/sdfada015/a1746c8f	verified	opening control, FAST read 34.27 GB/s
12	c12-convert4-r1	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_4	10100	10123.790000	9876.941500	+2.499pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 1 of 3; reproduces iteration 11 10106.082244 to 0.18 pct; read 35.00 GB/s
12	c12-convert3	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_3	9700	9181.958000	9876.941500	-7.036pct	N	35176504/sdfada015/a1746c8f	verified	HARMFUL, lands in the GAP at read 31.35 GB/s. The fast-regime curve is now 0 -> 34.27, 2 -> 28.68, 3 -> 31.35, 4 -> 35.00, 6 -> 35.31 GB/s: a TROUGH at 2 with monotone recovery through 3 and 4. Below 4 the decoupled cast back-pressures the reader instead of relieving it
12	c12-convert4-r2	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_4	10100	10145.939000	9876.941500	+2.723pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 2 of 3; read 35.00 GB/s
12	c12-convert6	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_6	10150	10218.933000	9876.941500	+3.463pct	N	35176504/sdfada015/a1746c8f	verified	THE HIGHEST ROW OF THE CAMPAIGN at read 35.31 GB/s, and INSIDE my predicted band 9700-10450. n=1 so NOT crowned; iteration 13 replicates it and extends the curve to 8/10/12 to find whether the peak is at 6 or beyond
12	c12-convert4-r3	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_4	10100	10158.192000	9876.941500	+2.847pct	Y	35176504/sdfada015/a1746c8f	verified	NEW CHAMPION, numerics-affecting (bf16 wire). REPLICATION 3 of 3: the three repeats 10123.790/10145.939/10158.192 have median 10145.939 and spread 0.339 pct, INSIDE the 0.6319 pct floor; with iteration 11 10106.082244 that is FOUR rows across TWO iterations spanning 0.514 pct. Median 10145.939 is +2.723 pct over the same-iteration control mean 9876.9415 (4.3x the floor, above the contract 1 pct minimum), +2.58 pct over the previous champion c3a-bf16 9890.775672, and +2.49 pct above the top of the five-row interleave reproduction band. 2.493x the origin median; 92.3 pct of the 10992 GB read roof
12	ctrl-il-b	iter12-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9800	9855.232000	9876.941500	-0.220pct	N	35176504/sdfada015/a1746c8f	verified	closing control, FAST read 34.25 GB/s. THE BRACKET IS CLEAN: 9898.651 vs 9855.232 = 0.440 pct spread, inside the 0.6319 pct floor, so this iteration deltas are usable. Interleave now FAST 15/15 across iterations 9-12
13	ctrl-il-a	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9875	9824.905000	9824.905000	0	N	35176504/sdfada015/a1746c8f	verified	opening control, FAST read 34.05 GB/s, INSIDE my predicted band 9750-10000. Closing control ctrl-il-b was lost to a server-side API failure and is measured in the continuation
13	c13-convert6-r1	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_6	10215	10219.430000	9824.905000	+4.014pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 1 of 3, read 35.29 GB/s
13	c13-convert8	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_8	10250	10274.621000	9824.905000	+4.577pct	N	35176504/sdfada015/a1746c8f	verified	HIGHEST ROW OF THE CAMPAIGN at read 35.51 GB/s and INSIDE my predicted band 10000-10450; my stated lean that 8 would match or slightly beat 6 HELD. n=1 so NOT crowned - iteration 14 replicates it three times
13	c13-convert6-r2	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_6	10215	10202.353000	9824.905000	+3.840pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 2 of 3, read 35.22 GB/s
13	c13-convert12	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_12	10150	10271.258000	9824.905000	+4.543pct	N	35176504/sdfada015/a1746c8f	verified	THE CURVE FLATTENS RATHER THAN TURNING DOWN: 12 threads matches 8 to within 0.033 pct (10271.258 vs 10274.621), read 35.48 vs 35.51. My prediction that 12 would turn back down (band 9600-10450, point 10150) is REFUTED in shape though the value is inside the band. 28 threads competing for memory controllers does NOT bite, so the residual cast cost is not thread-limited past 8
13	c13-convert6-r3	iter13-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_6	10215	10215.123000	9824.905000	+3.971pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 3 of 3. THE THREE REPEATS 10219.430/10202.353/10215.123 have median 10215.123 and spread 0.167 pct, INSIDE the 0.6319 pct floor - convert6 REPRODUCES, and my predicted band 10050-10380 with spread under 1 pct HELD on both counts. Not crowned because convert8 is higher and its replication decides the champion
13	ctrl-il-b	iter13-14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9875	9980.735000	9902.820000	+0.787pct	N	35176504/sdfada015/a1746c8f	verified	closing control, measured in the continuation after a server-side API failure killed the first runner at item 6 of 7. FAST read 34.31 GB/s. BRACKET 9824.905 vs 9980.735 = 1.574 pct spread, 2.5x the 0.6319 pct floor - wider than iterations 11-12 but far from iteration 4 contamination, so this iteration deltas stand WITH THAT CAVEAT NAMED. Against the control mean 9902.820: convert6 median +3.153 pct, convert8 +3.754 pct, convert12 +3.720 pct
14	ctrl-il-a	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9900	9910.162000	9960.131000	-0.502pct	N	35176504/sdfada015/a1746c8f	verified	opening control, FAST read 34.24 GB/s, INSIDE my predicted band 9750-10050
14	c14-convert8-r1	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_8	10270	10250.668000	9960.131000	+2.917pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 1 of 3; reproduces iteration 13 10274.621 to 0.23 pct; read 35.40 GB/s
14	c14-convert10	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_10	10270	10264.534000	9960.131000	+3.056pct	N	35176504/sdfada015/a1746c8f	verified	ON THE PLATEAU exactly as predicted (band 10150-10400): read 35.48 GB/s, indistinguishable from 8 and 12. The 8/10/12 plateau is now three points wide
14	c14-convert8-r2	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_8	10270	10233.175000	9960.131000	+2.741pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 2 of 3; read 35.39 GB/s
14	c14-convert8-r3	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	code+flag	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_8	10270	10265.215000	9960.131000	+3.063pct	Y	35176504/sdfada015/a1746c8f	verified	NEW CHAMPION, numerics-affecting (bf16 wire). REPLICATION 3 of 3: the three repeats 10250.668/10233.175/10265.215 have median 10250.668 and spread 0.313 pct, INSIDE the 0.6319 pct floor; with iteration 13 10274.621 that is FOUR rows across TWO iterations spanning 0.404 pct. Median +2.917 pct over the same-iteration control mean 9960.131 (4.6x the floor, above the contract 1 pct minimum). 2.519x the origin median 4069.478213; 93.3 pct of the 10992 GB read roof. Predicted 10270 band 10120-10420 with spread under 1 pct - HELD on both counts
14	ctrl-il-b	iter14-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--depth_2_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--min-intensity_0_--steady-window-s_300_--convert-threads_0	9900	10010.100000	9960.131000	+0.502pct	N	35176504/sdfada015/a1746c8f	verified	closing control, FAST read 34.36 GB/s. BRACKET 9910.162 vs 10010.100 = 1.008 pct spread, 1.6x the floor - tighter than iteration 13 1.574 pct, and all six rows landed FAST. Interleave is now FAST 28/28 across iterations 9-14 with no slow draw ever recorded under the flag
15	ctrl-il-a	iter15-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10000	10250.999615	10237.482817	+0.132pct	N	35176504/sdfada015/a1746c8f	verified	opening control at the champion configuration; lands within 0.003 pct of the standing champion median 10250.668, so this is the same regime iterations 13-14 measured in. My predicted band 9850-10150 was too LOW - the champion itself now reads 10251
15	c15-depth4	iter15-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4	NULL_10250	10360.796624	10237.482817	+1.205pct	N	35176504/sdfada015/a1746c8f	verified	NOT A NULL - REFUTES MY PREDICTION. +1.2045 pct, 1.9x the 0.6319 pct floor. The gain is IN THE READ PHASE (implied read 35.4375 -> 35.7653) and sync_wait did NOT move (0.10 pct both), so my reasoning that a deeper FIFO can only recover sync time bounded the effect correctly but attributed it to the wrong phase. n=1, and its own job-to-job read spread is 0.5875 pct vs 0.0390 on the control, so the effect is only ~2x this row internal scatter. CONFOUND NAMED BY THE RUNNER: --depth 4 also derives nbuf 7 (7.516 GB) against the controls nbuf 5 (5.369 GB), so depth is not isolated from its own pool growth
15	c15-syncevery4	iter15-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--sync-every_4	NULL_10260	10384.020976	10237.482817	+1.431pct	N	35176504/sdfada015/a1746c8f	verified	NOT A NULL and the HIGHEST ROW OF THE CAMPAIGN at 94.5 pct of the read roof. +1.4314 pct, 2.3x the floor. The library did NOT refuse: nbuf derived to 8 = depth 2 + sync_every 4 + 2 exactly as documented, so no --nbuf was needed. sync_wait fell as designed (0.10/0.09/0.09 -> 0.04/0.03/0.04 pct of the wall) but that is only ~0.06 pct and CANNOT account for a 1.43 pct gain - the gain is in the read phase. n=1 with row-internal read spread 0.5302 pct; SAME nbuf CONFOUND as depth4. Iteration 16 replicates it and isolates nbuf
15	c15-nbuf12	iter15-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--nbuf_12	NULL_10240	10244.070583	10237.482817	+0.064pct	N	35176504/sdfada015/a1746c8f	verified	NULL-below-floor, exactly as predicted, and THE NAMED RISK DID NOT MATERIALISE - it landed FAST. The reason is instructive: pool_size_bytes 12885000192 (12.885 GB staging, 6.442 GB wire) but pool_rss_pct fell to 25.0 from the controls 60.0, so SEVEN OF TWELVE BUFFERS WERE NEVER FAULTED IN. The pipeline touches the same absolute number of buffers regardless of pool size, which is why the extra pages cost nothing. wire_pool_pin_s 2.897 vs 1.240, paid before the window opens
15	ctrl-il-b	iter15-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10000	10223.966019	10237.482817	-0.132pct	N	35176504/sdfada015/a1746c8f	verified	closing control. BRACKET 10250.999615 vs 10223.966019 = 0.2641 pct spread, INSIDE the 0.6319 pct floor - the cleanest bracket since iteration 12. All five rows landed FAST; interleave now 33/33 across iterations 9-15
16	ctrl-il-a	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2	10240	10208.398201	10210.554906	-0.021pct	N	35176504/sdfada015/a1746c8f	verified	opening control, nbuf 5, pool 5368750080 B, pool_rss_pct 60.0, read 35.281 GB/s
16	c16-syncevery4-r1	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--sync-every_4	10380	10306.870015	10210.554906	+0.943pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 1 of 3; nbuf derived 8, pool 8590000128 B, pool_rss_pct 75.0
16	c16-nbuf8-isolation	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--nbuf_8	10250	10200.087961	10210.554906	-0.103pct	N	35176504/sdfada015/a1746c8f	verified	THE ISOLATION ROW AND IT ANSWERS ITS QUESTION. --nbuf 8 alone reproduces sync-every-4 pool BYTE-IDENTICALLY (nbuf 8, pool_size_bytes 8590000128, wire 4294967296) with none of its sync behaviour, and returns -0.1025 pct - a NULL on the wrong side of zero. THE GAIN BELONGS TO --sync-every, NOT TO THE POOL IT DERIVES. pool_rss_pct 37.5 here against 75.0 at sync_every 4 on the SAME pool: at sync_every 1 only 3 of 8 buffers are ever touched, so the extra staging is allocated and never resident - which also retro-explains iteration 15 --nbuf 12 NULL. MY PREDICTION HELD
16	c16-syncevery4-r2	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--sync-every_4	10380	10258.004336	10210.554906	+0.465pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 2 of 3
16	c16-depth4-syncevery4	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_4_--sync-every_4	10450	10321.903471	10210.554906	+1.091pct	N	35176504/sdfada015/a1746c8f	verified	HIGHEST ROW OF THE ITERATION and inside my band 10250-10600. Above ALL THREE sync-every-4 repeats, consistent with composition - but the margin over the BEST sync-every-4 row is only +0.1459 pct, inside that row own 0.8503 pct job-to-job scatter (the noisiest of the iteration) and inside the triplet 0.4758 pct spread. n=1 CANNOT separate depth-4-adds-0.5-pct from a high draw of the sync-every-4 distribution. nbuf derived 10, pool 10737500160 B, pool_rss_pct 80.0; sync_wait 0.038 pct identical to sync-every-4 alone, so depth 4 adds nothing on that line
16	c16-syncevery4-r3	iter16-runner	ooc-throughput	lib@ce84d803a8c4efb9791eeee6da256886c0baf93f+bench@fb41d16bbf46675188ec9b1641401083d2f7056d	flag-only	numactl_--interleave=all_+_--block-rows_8192_--threads_16_--mode_direct_--sync-mode_deferred_--h2d_register_--wire-dtype_bfloat16_--read-chunk-bytes_8388608_--convert-threads_8_--min-intensity_0_--steady-window-s_300_--depth_2_--sync-every_4	10380	10269.709862	10210.554906	+0.579pct	N	35176504/sdfada015/a1746c8f	verified	REPLICATION 3 of 3. THE TRIPLET 10306.870/10258.004/10269.710 has median 10269.710 and spread 0.4758 pct, INSIDE the 0.6319 pct floor - internally consistent. BUT ITERATION 15 10384.021 DOES NOT REPRODUCE: it is +1.1131 pct above this median and +0.7485 pct above even the best of the three, outside the triplet entire range. Iteration 15 single reading was an OUTLIER HIGH. The true effect is +0.579 pct at the median, BELOW the 0.6319 pct floor and below the contract 1 pct minimum, so --sync-every 4 is a NULL-BELOW-FLOOR - though the sign is not in doubt, since all three beat both controls against a 0.0422 pct bracket. MECHANISM STILL UNEXPLAINED: sync_wait falls 0.090 -> 0.038 pct of span (~0.21 s per 3 jobs), an ORDER OF MAGNITUDE too small for a ~2.3 s gain; the time comes out of READ (131.4 -> 130.3 s per job)
